# EDUK2 solver execution report
# generated_at: 2026-08-24T13:32:24-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
sc_a-5n10000wmin10000-2-c6653274.ukp	ocaml_pyasukpt	ok	1	2,256533	6651609,000000		0,000000			12726,000000	10001,000000	Not a Saw ukp       6394 true          1      12726 false         6651609    2.24515 10001
sc_a5n10000wmin10000-2-c7547243.ukp	faithful	ok	1	0,007586	7551013,000000	7547243,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin10000-2-c7547243.ukp	ocaml_pyasukpt	ok	1	0,010064	7551013,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         7551013    0.00318 0
sc_a5n10000wmin10000-3-c2791665.ukp	faithful	ok	1	0,007215	2793060,000000	2791665,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin10000-3-c2791665.ukp	ocaml_pyasukpt	ok	1	0,008463	2793060,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         2793060    0.00093 0
sc_a-5n10000wmin10000-3-c9925829.ukp	faithful	ok	1	0,217254	9923344,000000	9925829,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin10000-3-c9925829.ukp	ocaml_pyasukpt	ok	1	8,282480	9923344,000000		0,000000			39792,000000	10001,000000	Not a Saw ukp      10000 true          1      39792 false         9923344    8.26777 10001
sc_a-5n10000wmin10000-4-c4794802.ukp	faithful	ok	1	0,011645	4793602,000000	4794802,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin10000-4-c4794802.ukp	ocaml_pyasukpt	ok	1	1,169224	4793602,000000		0,000000			9870,000000	10001,000000	Not a Saw ukp       4959 true          1       9870 false         4793602    1.16050 10001
sc_a5n10000wmin10000-4-c8803923.ukp	faithful	ok	1	0,008084	8808323,000000	8803923,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin10000-4-c8803923.ukp	ocaml_pyasukpt	ok	1	0,007903	8808323,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         8808323    0.00165 0
sc_a-5n10000wmin10000-5-c2804983.ukp	faithful	ok	1	0,196373	2804278,000000	2804983,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin10000-5-c2804983.ukp	ocaml_pyasukpt	ok	1	7,956368	2804278,000000		0,000000			39792,000000	10001,000000	Not a Saw ukp      10000 true          1      39792 false         2804278    7.94417 10001
sc_a5n10000wmin10000-5-c8770844.ukp	faithful	ok	1	0,007314	8775229,000000	8770844,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin10000-5-c8770844.ukp	ocaml_pyasukpt	ok	1	0,008008	8775229,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         8775229    0.00169 0
sc_a5n10000wmin10000-6-c4674497.ukp	faithful	ok	1	0,008989	4676832,000000	4674497,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin10000-6-c4674497.ukp	ocaml_pyasukpt	ok	1	0,006945	4676832,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         4676832    0.00159 0
sc_a-5n10000wmin10000-6-c6910087.ukp	faithful	ok	1	0,048112	6908357,000000	6910087,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin10000-6-c6910087.ukp	ocaml_pyasukpt	ok	1	4,942353	6908357,000000		0,000000			19042,000000	10001,000000	Not a Saw ukp       9568 true          1      19042 false         6908357    4.93191 10001
sc_a5n10000wmin10000-7-c7974928.ukp	faithful	ok	1	0,009287	7978913,000000	7974928,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin10000-7-c7974928.ukp	ocaml_pyasukpt	ok	1	0,010874	7978913,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         7978913    0.00319 0
sc_a-5n10000wmin10000-7-c9986840.ukp	faithful	ok	1	0,263662	9984340,000000	9986840,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin10000-7-c9986840.ukp	ocaml_pyasukpt	ok	1	8,254345	9984340,000000		0,000000			39792,000000	10001,000000	Not a Saw ukp      10000 true          1      39792 false         9984340    8.23670 10001
sc_a-5n10000wmin10000-8-c7333555.ukp	faithful	ok	1	0,020824	7331720,000000	7333555,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin10000-8-c7333555.ukp	ocaml_pyasukpt	ok	1	1,670372	7331720,000000		0,000000			12099,000000	10001,000000	Not a Saw ukp       6079 true          1      12099 false         7331720    1.65988 10001
sc_a5n10000wmin10000-8-c8993557.ukp	faithful	ok	1	0,008523	8998052,000000	8993557,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin10000-8-c8993557.ukp	ocaml_pyasukpt	ok	1	0,009693	8998052,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         8998052    0.00308 0
sc_a5n10000wmin10000-9-c7603842.ukp	faithful	ok	1	0,007296	7607642,000000	7603842,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin10000-9-c7603842.ukp	ocaml_pyasukpt	ok	1	0,008190	7607642,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         7607642    0.00179 0
sc_a-5n10000wmin10000-9-c8296605.ukp	faithful	ok	1	0,007118	8294530,000000	8296605,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin10000-9-c8296605.ukp	ocaml_pyasukpt	ok	1	0,007646	8294530,000000		0,000000			1,000000	0,000000	Not a Saw ukp          0 false          1          1 false         8294530    0.00175 0
sc_a-5n10000wmin110000-0-c3949309.ukp	faithful	ok	1	0,140914	3949144,000000	3949309,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-0-c3949309.ukp	ocaml_pyasukpt	ok	1	4,240531	3949144,000000		0,000000			19245,000000	10001,000000	Not a Saw ukp      10000 false      10000      19245 false         3949144    4.22860 10001
sc_a5n10000wmin110000-0-c4498489.ukp	faithful	ok	1	6,279583	4498689,000000	4498489,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-0-c4498489.ukp	ocaml_pyasukpt	ok	1	94,405377	4498689,000000		0,000000			545712,000000	10001,000000	Saw ukp      10000 false       5001     545712 false         4498689   93.97558 10001
sc_a5n10000wmin110000-10-c2173413.ukp	faithful	ok	1	4,572709	2173508,000000	2173413,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-10-c2173413.ukp	ocaml_pyasukpt	ok	1	57,950289	2173508,000000		0,000000			441170,000000	10001,000000	Saw ukp      10000 false       5001     441170 false         2173508   57.91320 10001
sc_a-5n10000wmin110000-10-c3224830.ukp	faithful	ok	1	0,145254	3224695,000000	3224830,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-10-c3224830.ukp	ocaml_pyasukpt	ok	1	4,094637	3224695,000000		0,000000			14782,000000	10001,000000	Not a Saw ukp      10000 false      10000      14782 false         3224695    4.08010 10001
sc_a-5n10000wmin110000-11-c4365927.ukp	faithful	ok	1	4,617010	4365742,000000	4365927,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-11-c4365927.ukp	ocaml_pyasukpt	ok	1	91,549432	4365742,000000		0,000000			437767,000000	10001,000000	Not a Saw ukp      10000 true          1     437767 false         4365742   91.48571 10001
sc_a5n10000wmin110000-11-c5277276.ukp	faithful	ok	1	6,935496	5277511,000000	5277276,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-11-c5277276.ukp	ocaml_pyasukpt	ok	1	84,377285	5277511,000000		0,000000			653946,000000	10001,000000	Saw ukp      10000 false       5001     653946 false         5277511   84.31524 10001
sc_a-5n10000wmin110000-12-c5494909.ukp	faithful	ok	1	0,522097	5494679,000000	5494909,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-12-c5494909.ukp	ocaml_pyasukpt	ok	1	17,616081	5494679,000000		0,000000			89547,000000	10001,000000	Not a Saw ukp      10000 true          1      89547 false         5494679   17.58981 10001
sc_a5n10000wmin110000-12-c5660160.ukp	faithful	ok	1	1,841772	5660415,000000	5660160,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-12-c5660160.ukp	ocaml_pyasukpt	ok	1	28,950835	5660415,000000		0,000000			199151,000000	10001,000000	Saw ukp      10000 false       5001     199151 false         5660415   28.92384 10001
sc_a5n10000wmin110000-13-c8133666.ukp	faithful	ok	1	7,288905	8134031,000000	8133666,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-13-c8133666.ukp	ocaml_pyasukpt	ok	1	85,075788	8134031,000000		0,000000			650354,000000	10001,000000	Saw ukp      10000 false       5001     650354 false         8134031   85.01742 10001
sc_a-5n10000wmin110000-13-c8463156.ukp	faithful	ok	1	2,081486	8462801,000000	8463156,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-13-c8463156.ukp	ocaml_pyasukpt	ok	1	59,316260	8462801,000000		0,000000			268632,000000	10001,000000	Not a Saw ukp      10000 true          1     268632 false         8462801   59.26337 10001
sc_a-5n10000wmin110000-14-c6215034.ukp	faithful	ok	1	0,688055	6214774,000000	6215034,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-14-c6215034.ukp	ocaml_pyasukpt	ok	1	19,311384	6214774,000000		0,000000			89547,000000	10001,000000	Not a Saw ukp      10000 true          1      89547 false         6214774   19.28868 10001
sc_a5n10000wmin110000-14-c7719869.ukp	faithful	ok	1	0,134946	7720219,000000	7719869,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
