# EDUK2 solver execution report
# generated_at: 2026-08-24T21:16:47-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
nsds2_n20000wmin20000-141-s586185750c1382914.ukp	ukp5	ok	1	0.465762	1747895.000000	1382908.000000	1					elapsed_seconds=0.500429
nsds2_n20000wmin20000-142-s319663318c1224252.ukp	faithful	ok	1	0.155703	1547363.000000	1224133.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.170988 last_stop_reason=
nsds2_n20000wmin20000-142-s319663318c1224252.ukp	ukp5	ok	1	0.743943	1547363.000000	1224133.000000	1					elapsed_seconds=0.776723
nsds2_n20000wmin20000-143-s490853988c1574339.ukp	faithful	ok	1	0.275483	1979687.000000	1574332.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.290816 last_stop_reason=
nsds2_n20000wmin20000-143-s490853988c1574339.ukp	ukp5	ok	1	0.765209	1979687.000000	1574332.000000	1					elapsed_seconds=0.804610
nsds2_n20000wmin20000-144-s255129796c1195417.ukp	faithful	ok	1	0.084333	1507446.000000	1195412.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.100353 last_stop_reason=
nsds2_n20000wmin20000-144-s255129796c1195417.ukp	ukp5	ok	1	0.689792	1507446.000000	1195412.000000	1					elapsed_seconds=0.726381
nsds2_n20000wmin20000-145-s248156760c1391545.ukp	faithful	ok	1	0.062556	1747347.000000	1391542.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.078623 last_stop_reason=
nsds2_n20000wmin20000-145-s248156760c1391545.ukp	ukp5	ok	1	1.082480	1747347.000000	1391542.000000	1					elapsed_seconds=1.119656
nsds2_n20000wmin20000-146-s894606712c1593271.ukp	faithful	ok	1	0.008504	1998743.000000	1593256.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.015925 last_stop_reason=
nsds2_n20000wmin20000-146-s894606712c1593271.ukp	ukp5	ok	1	0.378692	1998743.000000	1593256.000000	1					elapsed_seconds=0.420688
