# EDUK2 solver execution report
# generated_at: 2026-08-24T17:43:34-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
hi_n10000-146-s691792251c7240187.ukp	faithful	ok	1	0.090949	1332723864.000000	7240168.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.097890 last_stop_reason=
hi_n10000-146-s691792251c7240187.ukp	ukp5	ok	1	0.382305	1332723864.000000	7240168.000000	1					elapsed_seconds=0.464544
hi_n10000-147-s665348674c56069316.ukp	faithful	ok	1	0.205829	6716944119.000000	56069304.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.212773 last_stop_reason=
hi_n10000-147-s665348674c56069316.ukp	ukp5	ok	1	1.044960	6716944119.000000	56069304.000000	1					elapsed_seconds=1.350932
hi_n10000-148-s158763026c2623462.ukp	faithful	ok	1	0.052912	254450587.000000	2623454.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.057830 last_stop_reason=
hi_n10000-148-s158763026c2623462.ukp	ukp5	ok	1	0.177200	254450587.000000	2623454.000000	1					elapsed_seconds=0.204668
hi_n10000-149-s749672123c2293788.ukp	faithful	ok	1	0.037556	256769966.000000	2293703.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.042988 last_stop_reason=
hi_n10000-149-s749672123c2293788.ukp	ukp5	ok	1	0.221454	256769966.000000	2293703.000000	1					elapsed_seconds=0.251788
hi_n10000-14-s318339058c72410003.ukp	faithful	ok	1	0.229043	8817076872.000000	72406872.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.235163 last_stop_reason=
hi_n10000-14-s318339058c72410003.ukp	ukp5	ok	1	0.969854	8817076872.000000	72406872.000000	1					elapsed_seconds=1.413954
