# EDUK2 solver execution report
# generated_at: 2026-08-24T18:59:49-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
sc_a5n10000wmin10000-1-c8848039.ukp	faithful	ok	1	0.002957	8852459.000000	8848039.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.007794 last_stop_reason=
sc_a5n10000wmin10000-1-c8848039.ukp	ukp5	ok	1	0.037072	8852459.000000	8848039.000000	1					elapsed_seconds=0.072573
sc_a-5n10000wmin10000-2-c6653274.ukp	faithful	ok	1	0.011873	6651609.000000	6653274.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.016755 last_stop_reason=
sc_a-5n10000wmin10000-2-c6653274.ukp	ukp5	ok	1	0.065747	6651609.000000	6653274.000000	1					elapsed_seconds=0.094484
sc_a5n10000wmin10000-2-c7547243.ukp	faithful	ok	1	0.003214	7551013.000000	7547243.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.008208 last_stop_reason=
sc_a5n10000wmin10000-2-c7547243.ukp	ukp5	ok	1	0.036677	7551013.000000	7547243.000000	1					elapsed_seconds=0.066378
sc_a5n10000wmin10000-3-c2791665.ukp	faithful	ok	1	0.003238	2793060.000000	2791665.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.016496 last_stop_reason=
sc_a5n10000wmin10000-3-c2791665.ukp	ukp5	ok	1	0.036031	2793060.000000	2791665.000000	1					elapsed_seconds=0.055245
sc_a-5n10000wmin10000-3-c9925829.ukp	faithful	ok	1	0.166220	9923344.000000	9925829.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.171356 last_stop_reason=
sc_a-5n10000wmin10000-3-c9925829.ukp	ukp5	ok	1	0.063087	9923344.000000	9925829.000000	1					elapsed_seconds=0.100937
sc_a-5n10000wmin10000-4-c4794802.ukp	faithful	ok	1	0.004455	4793602.000000	4794802.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.009537 last_stop_reason=
sc_a-5n10000wmin10000-4-c4794802.ukp	ukp5	ok	1	0.105707	4793602.000000	4794802.000000	1					elapsed_seconds=0.131804
sc_a5n10000wmin10000-4-c8803923.ukp	faithful	ok	1	0.002704	8808323.000000	8803923.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.007512 last_stop_reason=
sc_a5n10000wmin10000-4-c8803923.ukp	ukp5	ok	1	0.036886	8808323.000000	8803923.000000	1					elapsed_seconds=0.069942
sc_a-5n10000wmin10000-5-c2804983.ukp	faithful	ok	1	0.175258	2804278.000000	2804983.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.188764 last_stop_reason=
sc_a-5n10000wmin10000-5-c2804983.ukp	ukp5	ok	1	0.065525	2804278.000000	2804983.000000	1					elapsed_seconds=0.086672
sc_a5n10000wmin10000-5-c8770844.ukp	faithful	ok	1	0.003360	8775229.000000	8770844.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.008733 last_stop_reason=
sc_a5n10000wmin10000-5-c8770844.ukp	ukp5	ok	1	0.037784	8775229.000000	8770844.000000	1					elapsed_seconds=0.069817
sc_a5n10000wmin10000-6-c4674497.ukp	faithful	ok	1	0.003298	4676832.000000	4674497.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.008062 last_stop_reason=
sc_a5n10000wmin10000-6-c4674497.ukp	ukp5	ok	1	0.036595	4676832.000000	4674497.000000	1					elapsed_seconds=0.059395
sc_a-5n10000wmin10000-6-c6910087.ukp	faithful	ok	1	0.040824	6908357.000000	6910087.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.046541 last_stop_reason=
sc_a-5n10000wmin10000-6-c6910087.ukp	ukp5	ok	1	0.063529	6908357.000000	6910087.000000	1					elapsed_seconds=0.091911
sc_a5n10000wmin10000-7-c7974928.ukp	faithful	ok	1	0.002949	7978913.000000	7974928.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.012862 last_stop_reason=
sc_a5n10000wmin10000-7-c7974928.ukp	ukp5	ok	1	0.073999	7978913.000000	7974928.000000	1					elapsed_seconds=0.126263
sc_a-5n10000wmin10000-7-c9986840.ukp	faithful	ok	1	0.307294	9984340.000000	9986840.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.317886 last_stop_reason=
sc_a-5n10000wmin10000-7-c9986840.ukp	ukp5	ok	1	0.067431	9984340.000000	9986840.000000	1					elapsed_seconds=0.107643
sc_a-5n10000wmin10000-8-c7333555.ukp	faithful	ok	1	0.008684	7331720.000000	7333555.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.033381 last_stop_reason=
sc_a-5n10000wmin10000-8-c7333555.ukp	ukp5	ok	1	0.070446	7331720.000000	7333555.000000	1					elapsed_seconds=0.104172
sc_a5n10000wmin10000-8-c8993557.ukp	faithful	ok	1	0.003345	8998052.000000	8993557.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.018694 last_stop_reason=
sc_a5n10000wmin10000-8-c8993557.ukp	ukp5	ok	1	0.039773	8998052.000000	8993557.000000	1					elapsed_seconds=0.075599
sc_a5n10000wmin10000-9-c7603842.ukp	faithful	ok	1	0.002660	7607642.000000	7603842.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.008077 last_stop_reason=
sc_a5n10000wmin10000-9-c7603842.ukp	ukp5	ok	1	0.039707	7607642.000000	7603842.000000	1					elapsed_seconds=0.071307
sc_a-5n10000wmin10000-9-c8296605.ukp	faithful	ok	1	0.003196	8294530.000000	8296605.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.027012 last_stop_reason=
sc_a-5n10000wmin10000-9-c8296605.ukp	ukp5	ok	1	0.067810	8294530.000000	8296605.000000	1					elapsed_seconds=0.102185
sc_a-5n10000wmin110000-0-c3949309.ukp	faithful	ok	1	0.140064	3949144.000000	3949309.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.161038 last_stop_reason=
sc_a-5n10000wmin110000-0-c3949309.ukp	ukp5	ok	1	0.422001	3949144.000000	3949309.000000	1					elapsed_seconds=0.448603
sc_a5n10000wmin110000-0-c4498489.ukp	faithful	ok	1	5.571488	4498689.000000	4498489.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=5.579609 last_stop_reason=
sc_a5n10000wmin110000-0-c4498489.ukp	ukp5	ok	1	0.426009	4498689.000000	4498489.000000	1					elapsed_seconds=0.453482
sc_a5n10000wmin110000-10-c2173413.ukp	faithful	ok	1	4.091985	2173508.000000	2173413.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=4.105439 last_stop_reason=
sc_a5n10000wmin110000-10-c2173413.ukp	ukp5	ok	1	0.403903	2173508.000000	2173413.000000	1					elapsed_seconds=0.425362
sc_a-5n10000wmin110000-10-c3224830.ukp	faithful	ok	1	0.125612	3224695.000000	3224830.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.138900 last_stop_reason=
sc_a-5n10000wmin110000-10-c3224830.ukp	ukp5	ok	1	0.416088	3224695.000000	3224830.000000	1					elapsed_seconds=0.441157
sc_a-5n10000wmin110000-11-c4365927.ukp	faithful	ok	1	5.366989	4365742.000000	4365927.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=5.373082 last_stop_reason=
sc_a-5n10000wmin110000-11-c4365927.ukp	ukp5	ok	1	0.618839	4365742.000000	4365927.000000	1					elapsed_seconds=0.661047
sc_a5n10000wmin110000-11-c5277276.ukp	faithful	ok	1	12.295360	5277511.000000	5277276.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=12.302641 last_stop_reason=
sc_a5n10000wmin110000-11-c5277276.ukp	ukp5	ok	1	0.530464	5277511.000000	5277276.000000	1					elapsed_seconds=0.567365
sc_a-5n10000wmin110000-12-c5494909.ukp	faithful	ok	1	0.593082	5494679.000000	5494909.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.607566 last_stop_reason=
sc_a-5n10000wmin110000-12-c5494909.ukp	ukp5	ok	1	0.519722	5494679.000000	5494909.000000	1					elapsed_seconds=0.555266
sc_a5n10000wmin110000-12-c5660160.ukp	faithful	ok	1	2.160630	5660415.000000	5660160.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=2.167413 last_stop_reason=
sc_a5n10000wmin110000-12-c5660160.ukp	ukp5	ok	1	0.587884	5660415.000000	5660160.000000	1					elapsed_seconds=0.627433
sc_a5n10000wmin110000-13-c8133666.ukp	faithful	ok	1	8.339200	8134031.000000	8133666.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=8.354396 last_stop_reason=
sc_a5n10000wmin110000-13-c8133666.ukp	ukp5	ok	1	0.504035	8134031.000000	8133666.000000	1					elapsed_seconds=0.545170
sc_a-5n10000wmin110000-13-c8463156.ukp	faithful	ok	1	2.389147	8462801.000000	8463156.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=2.394885 last_stop_reason=
sc_a-5n10000wmin110000-13-c8463156.ukp	ukp5	ok	1	0.517755	8462801.000000	8463156.000000	1					elapsed_seconds=0.561995
sc_a-5n10000wmin110000-14-c6215034.ukp	faithful	ok	1	0.586416	6214774.000000	6215034.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.592280 last_stop_reason=
sc_a-5n10000wmin110000-14-c6215034.ukp	ukp5	ok	1	0.581799	6214774.000000	6215034.000000	1					elapsed_seconds=0.622927
sc_a5n10000wmin110000-14-c7719869.ukp	faithful	ok	1	0.168540	7720219.000000	7719869.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.174900 last_stop_reason=
sc_a5n10000wmin110000-14-c7719869.ukp	ukp5	ok	1	0.524663	7720219.000000	7719869.000000	1					elapsed_seconds=0.566221
sc_a5n10000wmin110000-15-c4453626.ukp	faithful	ok	1	2.428408	4453826.000000	4453626.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=2.442009 last_stop_reason=
sc_a5n10000wmin110000-15-c4453626.ukp	ukp5	ok	1	0.540030	4453826.000000	4453626.000000	1					elapsed_seconds=0.573329
sc_a-5n10000wmin110000-15-c6113396.ukp	faithful	ok	1	0.003007	6113141.000000	6113396.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.017674 last_stop_reason=
sc_a-5n10000wmin110000-15-c6113396.ukp	ukp5	ok	1	0.522240	6113141.000000	6113396.000000	1					elapsed_seconds=0.559449
