# EDUK2 solver execution report
# generated_at: 2026-08-24T11:02:19-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
hi_n10000-121-s115898593c15235637.ukp	ocaml_pyasukpt	ok	1	0,257501	2023051543,000000		0,000000			55516,000000	10001,000000	Not a Saw ukp       2483 true          1      55516 false      2023051543    0.24716 10001
hi_n10000-122-s353625363c16342441.ukp	faithful	ok	1	0,123113	2478309628,000000	16342437,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-122-s353625363c16342441.ukp	ocaml_pyasukpt	ok	1	0,995651	2478309628,000000		0,000000			133180,000000	10001,000000	Not a Saw ukp       5790 true          1     133180 false      2478309628    0.98351 10001
hi_n10000-123-s787365902c93358101.ukp	faithful	ok	1	0,159129	11645242786,000000	93357986,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-123-s787365902c93358101.ukp	ocaml_pyasukpt	ok	1	0,540863	11645242786,000000		0,000000			464314,000000	10001,000000	Not a Saw ukp       4404 false          3     464314 false     11645242786    0.52689 10001
hi_n10000-124-s393407547c42815789.ukp	faithful	ok	1	0,241803	7615830825,000000	42815786,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-124-s393407547c42815789.ukp	ocaml_pyasukpt	ok	1	1,843184	7615830825,000000		0,000000			495310,000000	10001,000000	Not a Saw ukp       7344 true          1     495310 false      7615830825    1.82630 10001
hi_n10000-125-s167176164c8803729.ukp	faithful	ok	1	0,071631	1211494284,000000	8803724,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-125-s167176164c8803729.ukp	ocaml_pyasukpt	ok	1	0,659511	1211494284,000000		0,000000			53213,000000	10001,000000	Not a Saw ukp       4818 false          4      53213 false      1211494284    0.64961 10001
hi_n10000-126-s916049162c93220260.ukp	faithful	ok	1	0,616233	17578792616,000000	93220258,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-126-s916049162c93220260.ukp	ocaml_pyasukpt	ok	1	2,767684	17578792616,000000		0,000000			2096743,000000	10001,000000	Not a Saw ukp       6355 false          7    2096743 false     17578792616    2.72819 10001
hi_n10000-127-s214618533c37264059.ukp	faithful	ok	1	0,062259	6821221893,000000	37264029,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-127-s214618533c37264059.ukp	ocaml_pyasukpt	ok	1	0,122465	6821221893,000000		0,000000			75605,000000	10001,000000	Not a Saw ukp       1070 false          3      75605 false      6821221893    0.11138 10001
hi_n10000-128-s358804843c16123217.ukp	faithful	ok	1	0,051444	1655391205,000000	16122994,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-128-s358804843c16123217.ukp	ocaml_pyasukpt	ok	1	0,076185	1655391205,000000		0,000000			27538,000000	10001,000000	Not a Saw ukp        986 true          1      27538 false      1655391205    0.06586 10001
hi_n10000-129-s504746787c20350242.ukp	faithful	ok	1	0,113938	2552487627,000000	20350057,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-129-s504746787c20350242.ukp	ocaml_pyasukpt	ok	1	1,113850	2552487627,000000		0,000000			165712,000000	10001,000000	Not a Saw ukp       4938 true          1     165712 false      2552487627    1.09274 10001
hi_n10000-12-s420935988c69330407.ukp	faithful	ok	1	0,109427	12052140762,000000	69330161,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-12-s420935988c69330407.ukp	ocaml_pyasukpt	ok	1	0,109648	12052140762,000000		0,000000			96050,000000	10001,000000	Not a Saw ukp        541 true          1      96050 false     12052140762    0.09760 10001
hi_n10000-130-s213005048c57131242.ukp	faithful	ok	1	0,333890	6378924310,000000	57131217,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-130-s213005048c57131242.ukp	ocaml_pyasukpt	ok	1	2,343209	6378924310,000000		0,000000			1008260,000000	10001,000000	Not a Saw ukp       7460 false          9    1008260 false      6378924310    2.30465 10001
hi_n10000-131-s871698101c64359857.ukp	faithful	ok	1	0,192842	11731439974,000000	64359820,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-131-s871698101c64359857.ukp	ocaml_pyasukpt	ok	1	0,727489	11731439974,000000		0,000000			607380,000000	10001,000000	Not a Saw ukp       3854 false          6     607380 false     11731439974    0.71613 10001
hi_n10000-132-s874105839c11054168.ukp	faithful	ok	1	0,039511	1684867692,000000	11054157,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-132-s874105839c11054168.ukp	ocaml_pyasukpt	ok	1	0,059440	1684867692,000000		0,000000			10518,000000	10001,000000	Not a Saw ukp        569 false         10      10518 false      1684867692    0.05081 10001
hi_n10000-133-s569207249c71860733.ukp	faithful	ok	1	0,385701	11384711528,000000	71860676,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-133-s569207249c71860733.ukp	ocaml_pyasukpt	ok	1	3,092560	11384711528,000000		0,000000			1092005,000000	10001,000000	Not a Saw ukp       8857 true          1    1092005 false     11384711528    3.07077 10001
hi_n10000-134-s669547585c71177761.ukp	faithful	ok	1	0,216727	13758611990,000000	71177755,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-134-s669547585c71177761.ukp	ocaml_pyasukpt	ok	1	0,756620	13758611990,000000		0,000000			706432,000000	10001,000000	Not a Saw ukp       3441 true          1     706432 false     13758611990    0.73968 10001
hi_n10000-135-s851758828c42011865.ukp	faithful	ok	1	0,211933	4708250029,000000	42011839,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-135-s851758828c42011865.ukp	ocaml_pyasukpt	ok	1	1,822932	4708250029,000000		0,000000			443486,000000	10001,000000	Not a Saw ukp       7103 false          6     443486 false      4708250029    1.80596 10001
hi_n10000-136-s474992288c36686216.ukp	faithful	ok	1	0,215616	3783617971,000000	36686070,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-136-s474992288c36686216.ukp	ocaml_pyasukpt	ok	1	3,061095	3783617971,000000		0,000000			513794,000000	10001,000000	Not a Saw ukp       9260 true          1     513794 false      3783617971    3.03500 10001
hi_n10000-137-s784804938c23772910.ukp	faithful	ok	1	0,167544	3594931368,000000	23772906,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-137-s784804938c23772910.ukp	ocaml_pyasukpt	ok	1	1,881603	3594931368,000000		0,000000			215414,000000	10001,000000	Not a Saw ukp       6898 true          1     215414 false      3594931368    1.86567 10001
hi_n10000-138-s695516247c15085263.ukp	faithful	ok	1	0,050960	1862099100,000000	15077640,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-138-s695516247c15085263.ukp	ocaml_pyasukpt	ok	1	0,012234	1862099100,000000		0,000000			3809,000000	10001,000000	Not a Saw ukp         95 true          1       3809 false      1862099100    0.00296 10001
