# EDUK2 solver execution report
# generated_at: 2026-08-24T15:29:07-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
saw_n100000wmin10000-135-s575247940c2346916.ukp	ukp5	ok	1	4,273800	2347148,000000	2346915,000000	1					internal_seconds=4.15407
saw_n100000wmin10000-136-s269308913c2042284.ukp	faithful	ok	1	0,050535	2043099,000000	2042284,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-136-s269308913c2042284.ukp	ukp5	ok	1	3,757682	2043099,000000	2042284,000000	1					internal_seconds=3.66134
saw_n100000wmin10000-137-s421049636c4050277.ukp	faithful	ok	1	0,056175	4051083,000000	4050277,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-137-s421049636c4050277.ukp	ukp5	ok	1	3,899678	4051083,000000	4050276,000000	1					internal_seconds=3.79159
saw_n100000wmin10000-138-s502074849c7842657.ukp	faithful	ok	1	0,858583	7846570,000000	7842657,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-138-s502074849c7842657.ukp	ukp5	ok	1	4,280890	7846570,000000	7842656,000000	1					internal_seconds=4.15721
saw_n100000wmin10000-139-s745323610c2804921.ukp	faithful	ok	1	0,049020	2805200,000000	2804921,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-139-s745323610c2804921.ukp	ukp5	ok	1	4,447249	2805200,000000	2804921,000000	1					internal_seconds=4.34579
saw_n100000wmin10000-13-s664283699c7633902.ukp	faithful	ok	1	0,274280	7637710,000000	7633902,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-13-s664283699c7633902.ukp	ukp5	ok	1	4,209839	7637710,000000	7633901,000000	1					internal_seconds=4.09445
saw_n100000wmin10000-140-s807992979c6490012.ukp	faithful	ok	1	0,054813	6493251,000000	6490012,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-140-s807992979c6490012.ukp	ukp5	ok	1	4,305735	6493251,000000	6490012,000000	1					internal_seconds=4.18728
saw_n100000wmin10000-141-s433800977c8765394.ukp	faithful	ok	1	0,463186	8768020,000000	8765394,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-141-s433800977c8765394.ukp	ukp5	ok	1	4,288545	8768020,000000	8765393,000000	1					internal_seconds=4.15276
saw_n100000wmin10000-142-s516777124c9505387.ukp	faithful	ok	1	0,058700	9510131,000000	9505387,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-142-s516777124c9505387.ukp	ukp5	ok	1	4,252020	9510131,000000	9505387,000000	1					internal_seconds=4.11283
